Дата,Золото,Недвижимость,Глобальный фонд облигаций,Новые технологии,Глобальный нефтяной сектор
2004-01-01,415.9,113.2,,,
2004-01-02,415.9,114.1,,,
2004-01-03,415.9,114.1,,,
2004-01-04,415.9,114.1,,,
2004-01-05,423.7,114.5,,,
2004-01-06,422.4,114.8,,,
2004-01-07,420.6,114.7,,,
2004-01-08,423.9,115.2,,,
2004-01-09,426.4,116.0,,,
2004-01-10,426.4,116.0,,,
2004-01-11,426.4,116.0,,,
2004-01-12,424.5,115.5,,,
2004-01-13,424.2,114.8,,,
2004-01-14,420.0,115.7,,,
2004-01-15,408.9,115.4,,,
2004-01-16,406.8,115.4,,,
2004-01-17,406.8,115.4,,,
2004-01-18,406.8,115.4,,,
2004-01-19,407.3,115.3,,,
2004-01-20,412.9,115.1,,,
2004-01-21,410.6,115.3,,,
2004-01-22,409.4,115.3,,,
2004-01-23,408.1,114.0,,,
2004-01-24,408.1,114.0,,,
2004-01-25,408.1,114.0,,,
2004-01-26,404.1,113.1,,,
2004-01-27,410.4,113.4,,,
2004-01-28,410.4,114.0,,,
2004-01-29,399.4,113.3,,,
2004-01-30,402.5,113.2,,,
2004-01-31,402.5,113.2,,,
2004-02-01,402.5,113.2,,,
2004-02-02,398.4,114.0,,,
2004-02-03,399.7,114.5,,,
2004-02-04,400.8,114.5,,,385.9
2004-02-05,397.0,114.4,,,384.1
2004-02-06,403.4,115.5,,,386.3
2004-02-07,403.4,115.5,,,386.3
2004-02-08,403.4,115.5,,,386.3
2004-02-09,406.8,115.7,,,391.2
2004-02-10,406.4,116.5,,,391.2
2004-02-11,411.2,116.9,,,390.8
2004-02-12,411.9,117.5,,,393.9
2004-02-13,410.2,118.9,,,392.0
2004-02-14,410.2,118.9,,,392.0
2004-02-15,410.2,118.9,,,392.0
2004-02-16,411.7,119.5,,,392.0
2004-02-17,415.6,120.0,,,396.4
2004-02-18,411.0,120.4,,,395.6
2004-02-19,410.0,120.2,,,392.7
2004-02-20,397.6,120.1,,,393.0
2004-02-21,397.6,120.1,,,393.0
2004-02-22,397.6,120.1,,,393.0
2004-02-23,398.7,120.7,,,394.5
2004-02-24,403.9,121.2,,,393.3
2004-02-25,396.1,121.0,,,393.9
2004-02-26,395.1,122.8,,,396.8
2004-02-27,396.2,123.1,,,398.3
2004-02-28,396.2,123.1,,,398.3
2004-02-29,396.2,123.1,,,398.3
2004-03-01,399.6,125.0,,,406.8
2004-03-02,393.1,125.4,,,405.0
2004-03-03,393.4,125.3,,,402.3
2004-03-04,393.1,125.1,,,402.4
2004-03-05,401.3,125.5,,,408.6
2004-03-06,401.3,125.5,,,408.6
2004-03-07,401.3,125.5,,,408.6
2004-03-08,401.5,126.2,,,409.9
2004-03-09,402.8,126.2,,,408.0
2004-03-10,400.2,126.3,,,402.9
2004-03-11,402.9,124.8,,,395.0
2004-03-12,395.3,125.8,,,397.0
2004-03-13,395.3,125.8,,,397.0
2004-03-14,395.3,125.8,,,397.0
2004-03-15,399.5,123.6,,,397.4
2004-03-16,402.3,124.2,,,400.0
2004-03-17,407.4,123.8,,,434.9
2004-03-18,411.4,124.2,,,434.5
2004-03-19,412.4,124.2,,,434.5
2004-03-20,412.4,124.2,,,434.5
2004-03-21,412.4,124.2,,,434.5
2004-03-22,417.3,123.4,,,431.7
2004-03-23,419.8,122.7,,,430.2
2004-03-24,415.6,122.8,,,428.5
2004-03-25,416.3,124.0,,,427.1
2004-03-26,422.4,124.2,,,427.6
2004-03-27,422.4,124.2,,,427.6
2004-03-28,422.4,124.2,,,427.6
2004-03-29,417.9,125.0,,,428.8
2004-03-30,420.9,125.4,,,431.0
2004-03-31,426.5,126.3,,,433.2
2004-04-01,425.9,127.2,,,433.2
2004-04-02,420.7,127.4,,,433.8
2004-04-03,420.7,127.4,,,433.8
2004-04-04,420.7,127.4,,,433.8
2004-04-05,415.7,127.5,,,434.7
2004-04-06,419.5,127.5,,,435.0
2004-04-07,423.1,127.5,,,435.5
2004-04-08,420.1,128.3,,,437.0
2004-04-09,420.1,128.3,,,437.0
2004-04-10,420.1,128.3,,,437.0
2004-04-11,420.1,128.3,,,437.0
2004-04-12,418.7,128.3,,,437.0
2004-04-13,406.7,127.9,,,438.3
2004-04-14,400.6,124.7,,,436.3
2004-04-15,399.4,123.3,,,437.8
2004-04-16,400.6,123.5,,,440.5
2004-04-17,400.6,123.5,,,440.5
2004-04-18,400.6,123.5,,,440.5
2004-04-19,401.1,123.8,,,439.7
2004-04-20,394.9,124.7,,,431.1
2004-04-21,390.1,123.1,,,424.3
2004-04-22,393.0,122.7,,,427.4
2004-04-23,395.1,122.4,,,429.9
2004-04-24,395.1,122.4,,,429.9
2004-04-25,395.1,122.4,,,429.9
2004-04-26,396.4,122.6,,,427.6
2004-04-27,398.8,123.1,,,430.2
2004-04-28,385.7,123.4,,,428.0
2004-04-29,387.9,122.9,,,422.2
2004-04-30,386.8,122.4,,,420.3
2004-05-01,386.8,122.4,,,420.3
2004-05-02,386.8,122.4,,,420.3
2004-05-03,387.2,122.8,,,420.3
2004-05-04,392.7,123.1,,,435.5
2004-05-05,393.3,123.1,,,437.5
2004-05-06,387.8,122.2,,,436.4
2004-05-07,378.8,121.6,,,431.3
2004-05-08,378.8,121.6,,,431.3
2004-05-09,378.8,121.6,,,431.3
2004-05-10,378.8,118.9,,,418.9
2004-05-11,377.9,120.1,,,421.1
2004-05-12,378.1,119.9,,,423.1
2004-05-13,374.9,120.3,,,424.4
2004-05-14,376.7,120.2,,,424.8
2004-05-15,376.7,120.2,,,424.8
2004-05-16,376.7,120.2,,,424.8
2004-05-17,379.2,119.4,,,422.2
2004-05-18,377.2,120.2,,,421.4
2004-05-19,382.5,120.9,,,424.1
2004-05-20,379.7,120.9,,,422.7
2004-05-21,384.4,120.6,,,423.9
2004-05-22,384.4,120.6,,,423.9
2004-05-23,384.4,120.6,,,423.9
2004-05-24,385.6,121.2,,,426.2
2004-05-25,388.7,121.9,,,432.3
2004-05-26,388.8,122.3,,,431.6
2004-05-27,394.8,122.9,,,432.5
2004-05-28,393.4,123.3,,,432.0
2004-05-29,393.4,123.3,,,432.0
2004-05-30,393.4,123.3,,,432.0
2004-05-31,395.6,123.3,,,432.0
2004-06-01,394.7,122.7,,,434.9
2004-06-02,391.6,123.3,,,435.3
2004-06-03,388.4,123.5,,,432.1
2004-06-04,390.0,123.7,,,431.3
2004-06-05,390.0,123.7,,,431.3
2004-06-06,390.0,123.7,,,431.3
2004-06-07,393.8,124.3,,,435.8
2004-06-08,391.4,123.8,,,435.7
2004-06-09,384.7,124.2,,,432.5
2004-06-10,386.1,124.5,,,436.6
2004-06-11,384.6,124.7,,,436.6
2004-06-12,384.6,124.7,,,436.6
2004-06-13,384.6,124.7,,,436.6
2004-06-14,383.6,124.6,,,433.2
2004-06-15,389.1,125.0,,,438.0
2004-06-16,384.7,125.0,,,442.2
2004-06-17,388.9,125.4,,,443.6
2004-06-18,394.9,125.7,,,444.4
2004-06-19,394.9,125.7,,,444.4
2004-06-20,394.9,125.7,,,444.4
2004-06-21,393.9,126.2,,,441.9
2004-06-22,395.0,126.1,,,440.8
2004-06-23,395.8,126.1,,,444.4
2004-06-24,402.2,125.7,,,448.6
2004-06-25,401.6,125.7,,,448.2
2004-06-26,401.6,125.7,,,448.2
2004-06-27,401.6,125.7,,,448.2
2004-06-28,400.9,125.5,,,445.3
2004-06-29,392.6,126.3,,,441.7
2004-06-30,394.3,126.7,,,442.0
2004-07-01,396.0,123.7,,,442.6
2004-07-02,398.0,123.7,,,445.4
2004-07-03,398.0,123.7,,,445.4
2004-07-04,398.0,123.7,,,445.4
2004-07-05,398.3,123.6,,,445.4
2004-07-06,392.8,123.5,,,449.2
2004-07-07,402.5,124.6,,,450.7
2004-07-08,408.0,125.1,,,449.3
2004-07-09,407.7,125.8,,,454.9
2004-07-10,407.7,125.8,,,454.9
2004-07-11,407.7,125.8,,,454.9
2004-07-12,408.0,126.0,,,451.1
2004-07-13,401.7,126.3,,,446.8
2004-07-14,405.5,126.3,,,452.1
2004-07-15,404.1,125.5,,,454.5
2004-07-16,406.7,125.4,,,462.6
2004-07-17,406.7,125.4,,,462.6
2004-07-18,406.7,125.4,,,462.6
2004-07-19,405.7,125.6,,,465.3
2004-07-20,400.2,126.0,,,464.1
2004-07-21,396.8,125.1,,,458.7
2004-07-22,395.1,124.7,,,455.4
2004-07-23,390.2,124.7,,,451.3
2004-07-24,390.2,124.7,,,451.3
2004-07-25,390.2,124.7,,,451.3
2004-07-26,389.0,125.0,,,447.9
2004-07-27,387.3,125.4,,,450.3
2004-07-28,387.9,125.4,,,453.9
2004-07-29,387.6,125.3,,,460.2
2004-07-30,391.1,125.3,,,465.1
2004-07-31,391.1,125.3,,,465.1
2004-08-01,391.1,125.3,,,465.1
2004-08-02,392.2,125.7,,,463.4
2004-08-03,394.1,126.7,,,469.9
2004-08-04,391.7,127.1,,,462.8
2004-08-05,392.9,127.8,,,459.2
2004-08-06,399.8,127.3,,,454.0
2004-08-07,399.8,127.3,,,454.0
2004-08-08,399.8,127.3,,,454.0
2004-08-09,400.3,126.1,,,454.5
2004-08-10,398.7,126.1,,,455.8
2004-08-11,395.5,125.6,,,448.7
2004-08-12,393.8,126.1,,,447.3
2004-08-13,399.0,125.8,,,449.2
2004-08-14,399.0,125.8,,,449.2
2004-08-15,399.0,125.8,,,449.2
2004-08-16,402.3,125.5,,,451.6
2004-08-17,405.1,125.8,,,444.9
2004-08-18,404.6,126.7,,,447.2
2004-08-19,406.7,126.6,,,451.6
2004-08-20,412.8,126.9,,,454.7
2004-08-21,412.8,126.9,,,454.7
2004-08-22,412.8,126.9,,,454.7
2004-08-23,410.0,127.7,,,451.4
2004-08-24,403.2,128.3,,,446.5
2004-08-25,406.6,128.9,,,449.0
2004-08-26,406.6,128.4,,,450.5
2004-08-27,403.3,129.0,,,454.6
2004-08-28,403.3,129.0,,,454.6
2004-08-29,403.3,129.0,,,454.6
2004-08-30,408.1,129.1,,,454.6
2004-08-31,409.9,128.8,,,456.9
2004-09-01,408.9,130.2,,,463.7
2004-09-02,406.4,131.5,,,466.4
2004-09-03,401.1,132.1,,,467.3
2004-09-04,401.1,132.1,,,467.3
2004-09-05,401.1,132.1,,,467.3
2004-09-06,402.6,132.0,,,467.3
2004-09-07,397.8,131.5,,,466.8
2004-09-08,399.7,131.6,,,465.7
2004-09-09,399.0,132.1,,,468.0
2004-09-10,402.8,133.8,,,470.1
2004-09-11,402.8,133.8,,,470.1
2004-09-12,402.8,133.8,,,470.1
2004-09-13,404.0,134.1,,,472.7
2004-09-14,405.4,134.7,,,474.8
2004-09-15,405.2,134.4,,,469.3
2004-09-16,404.5,132.9,,,472.2
2004-09-17,405.7,133.1,,,478.9
2004-09-18,405.7,133.1,,,478.9
2004-09-19,405.7,133.1,,,478.9
2004-09-20,405.1,133.4,,,481.1
2004-09-21,409.3,133.9,,,498.0
2004-09-22,407.4,133.6,,,494.8
2004-09-23,410.1,132.6,,,494.2
2004-09-24,407.8,132.1,,,496.3
2004-09-25,407.8,132.1,,,496.3
2004-09-26,407.8,132.1,,,496.3
2004-09-27,408.6,131.0,,,497.9
2004-09-28,412.3,131.3,,,509.4
2004-09-29,413.0,131.8,,,503.1
2004-09-30,418.3,130.8,,,506.6
2004-10-01,419.5,131.5,,,514.6
2004-10-02,419.5,131.5,,,514.6
2004-10-03,419.5,131.5,,,514.6
2004-10-04,414.1,131.2,,,512.1
2004-10-05,418.8,130.1,,,518.2
2004-10-06,417.9,129.5,,,523.0
2004-10-07,417.7,129.4,,,524.7
2004-10-08,422.8,130.2,,,526.1
2004-10-09,422.8,130.2,,,526.1
2004-10-10,422.8,130.2,,,526.1
2004-10-11,422.1,130.5,,,524.2
2004-10-12,415.3,130.1,,,517.5
2004-10-13,416.3,129.5,,,506.0
2004-10-14,417.8,130.1,,,509.7
2004-10-15,418.8,130.9,,,510.8
2004-10-16,418.8,130.9,,,510.8
2004-10-17,418.8,130.9,,,510.8
2004-10-18,416.3,131.0,,,508.9
2004-10-19,419.9,130.7,,,509.3
2004-10-20,424.1,130.6,,,511.3
2004-10-21,423.8,130.7,,,515.9
2004-10-22,424.2,131.2,,,515.7
2004-10-23,424.2,131.2,,,515.7
2004-10-24,424.2,131.2,,,515.7
2004-10-25,428.5,131.1,,,513.2
2004-10-26,426.9,132.6,,,513.1
2004-10-27,424.3,133.4,,,511.7
2004-10-28,424.4,133.6,,,505.3
2004-10-29,428.6,133.8,,,503.7
2004-10-30,428.6,133.8,,,503.7
2004-10-31,428.6,133.8,,,503.7
2004-11-01,427.6,133.8,,,503.9
2004-11-02,421.6,135.1,,,502.9
2004-11-03,426.9,135.4,,,512.8
2004-11-04,429.6,136.6,,,518.2
2004-11-05,433.6,136.9,,,518.6
2004-11-06,433.6,136.9,,,518.6
2004-11-07,433.6,136.9,,,518.6
2004-11-08,432.0,137.4,,,515.1
2004-11-09,435.2,137.0,,,514.7
2004-11-10,434.6,136.9,,,518.1
2004-11-11,434.9,136.9,,,518.1
2004-11-12,437.9,137.3,,,525.8
2004-11-13,437.9,137.3,,,525.8
2004-11-14,437.9,137.3,,,525.8
2004-11-15,436.8,137.4,,,519.4
2004-11-16,439.5,137.8,,,517.0
2004-11-17,444.7,138.4,,,524.8
2004-11-18,443.0,138.8,,,528.5
2004-11-19,447.1,139.9,,,534.8
2004-11-20,447.1,139.9,,,534.8
2004-11-21,447.1,139.9,,,534.8
2004-11-22,448.9,140.1,,,538.3
2004-11-23,447.1,141.5,,,544.6
2004-11-24,449.6,140.7,,,551.6
2004-11-25,451.7,142.4,,,551.6
2004-11-26,452.0,143.2,,,556.2
2004-11-27,452.0,143.2,,,556.2
2004-11-28,452.0,143.2,,,556.2
2004-11-29,454.0,143.8,,,556.4
2004-11-30,451.0,144.5,,,555.5
2004-12-01,454.8,146.4,,,549.0
2004-12-02,449.3,147.2,,,531.9
2004-12-03,455.9,146.6,,,532.9
2004-12-04,455.9,146.6,,,532.9
2004-12-05,455.9,146.6,,,532.9
2004-12-06,452.3,146.7,,,533.5
2004-12-07,450.9,147.6,,,528.9
2004-12-08,440.6,148.4,,,520.9
2004-12-09,437.3,147.5,,,525.2
2004-12-10,434.2,147.7,,,523.2
2004-12-11,434.2,147.7,,,523.2
2004-12-12,434.2,147.7,,,523.2
2004-12-13,438.9,148.9,,,527.1
2004-12-14,435.6,149.7,,,529.6
2004-12-15,440.6,150.6,,,535.8
2004-12-16,437.2,151.8,,,531.9
2004-12-17,441.5,152.8,,,532.1
2004-12-18,441.5,152.8,,,532.1
2004-12-19,441.5,152.8,,,532.1
2004-12-20,443.0,154.1,,,538.9
2004-12-21,441.6,154.3,,,539.7
2004-12-22,439.7,154.7,,,538.1
2004-12-23,442.3,155.5,,,541.1
2004-12-24,442.7,155.5,,,541.1
2004-12-25,442.7,155.5,,,541.1
2004-12-26,442.7,155.5,,,541.1
2004-12-27,444.4,155.4,,,541.1
2004-12-28,443.8,155.6,,,541.1
2004-12-29,436.5,157.5,,,540.3
2004-12-30,438.0,156.9,,,540.3
2004-12-31,438.5,156.2,,,540.7
2005-01-01,438.5,156.2,,,540.7
2005-01-02,438.5,156.2,,,540.7
2005-01-03,429.6,156.6,,,540.7
2005-01-04,427.6,153.6,,,522.8
2005-01-05,426.6,152.0,,,518.4
2005-01-06,421.4,151.1,,,520.1
2005-01-07,419.1,153.7,,,517.2
2005-01-08,419.1,153.7,,,517.2
2005-01-09,419.1,153.7,,,517.2
2005-01-10,419.6,153.7,,,519.9
2005-01-11,421.7,154.5,,,519.1
2005-01-12,426.2,155.5,,,523.5
2005-01-13,425.2,155.5,,,525.9
2005-01-14,423.2,156.6,,,527.9
2005-01-15,423.2,156.6,,,527.9
2005-01-16,423.2,156.6,,,527.9
2005-01-17,422.1,157.0,,,527.9
2005-01-18,423.1,157.7,,,531.5
2005-01-19,423.2,157.5,,,530.0
2005-01-20,422.4,157.4,,,527.2
2005-01-21,427.3,157.2,,,528.0
2005-01-22,427.3,157.2,,,528.0
2005-01-23,427.3,157.2,,,528.0
2005-01-24,427.4,156.9,,,531.5
2005-01-25,422.2,157.6,,,530.8
2005-01-26,426.8,158.3,,,534.9
2005-01-27,426.2,158.3,,,537.2
2005-01-28,427.0,158.2,,,534.1
2005-01-29,427.0,158.2,,,534.1
2005-01-30,427.0,158.2,,,534.1
2005-01-31,422.6,156.9,,,536.2
2005-02-01,421.1,158.1,,,542.2
2005-02-02,422.0,159.6,,,546.9
2005-02-03,417.2,159.7,,,544.1
2005-02-04,414.7,159.8,,,548.4
2005-02-05,414.7,159.8,,,548.4
2005-02-06,414.7,159.8,,,548.4
2005-02-07,413.4,161.3,,,547.4
2005-02-08,412.7,162.0,,,548.3
2005-02-09,413.4,163.0,,,548.3
2005-02-10,417.8,162.1,,,562.9
2005-02-11,420.9,163.2,,,571.1
2005-02-12,420.9,163.2,,,571.1
2005-02-13,420.9,163.2,,,571.1
2005-02-14,425.8,164.6,,,574.2
2005-02-15,425.8,164.8,,,579.5
2005-02-16,425.2,165.2,,,588.1
2005-02-17,427.2,164.3,,,589.4
2005-02-18,427.4,165.5,,,596.7
2005-02-19,427.4,165.5,,,596.7
2005-02-20,427.4,165.5,,,596.7
2005-02-21,427.5,160.2,,,596.7
2005-02-22,435.9,158.2,,,598.7
2005-02-23,434.6,158.4,,,598.3
2005-02-24,433.8,157.7,,,603.9
2005-02-25,435.3,157.6,,,621.6
2005-02-26,435.3,157.6,,,621.6
2005-02-27,435.3,157.6,,,621.6
2005-02-28,435.7,158.0,,,627.5
2005-03-01,432.6,157.5,,,616.8
2005-03-02,433.0,157.3,,,617.8
2005-03-03,429.7,156.9,,,627.9
2005-03-04,434.3,157.5,,,636.5
2005-03-05,434.3,157.5,,,636.5
2005-03-06,434.3,157.5,,,636.5
2005-03-07,434.6,158.3,,,632.3
2005-03-08,440.6,157.9,,,637.9
2005-03-09,440.6,157.6,,,631.2
2005-03-10,442.1,156.5,,,619.2
2005-03-11,445.0,156.0,,,620.4
2005-03-12,445.0,156.0,,,620.4
2005-03-13,445.0,156.0,,,620.4
2005-03-14,441.0,155.7,,,622.5
2005-03-15,440.7,156.9,,,619.0
2005-03-16,443.2,154.6,,,618.3
2005-03-17,438.8,153.3,,,623.5
2005-03-18,439.4,153.4,,,628.9
2005-03-19,439.4,153.4,,,628.9
2005-03-20,439.4,153.4,,,628.9
2005-03-21,431.2,153.4,,,625.5
2005-03-22,427.1,153.5,,,620.1
2005-03-23,425.4,152.5,,,605.1
2005-03-24,425.1,153.8,,,604.8
2005-03-25,424.9,153.8,,,604.8
2005-03-26,424.9,153.8,,,604.8
2005-03-27,424.9,153.8,,,604.8
2005-03-28,426.2,153.8,,,604.8
2005-03-29,426.1,153.2,,,602.0
2005-03-30,426.4,153.3,,,603.7
2005-03-31,428.4,154.0,,,612.4
2005-04-01,426.3,154.5,,,620.1
2005-04-02,426.3,154.5,,,620.1
2005-04-03,426.3,154.5,,,620.1
2005-04-04,424.3,154.4,,,619.8
2005-04-05,425.4,154.7,,,619.2
2005-04-06,426.7,155.8,,,621.8
2005-04-07,425.9,156.9,,,622.7
2005-04-08,427.1,157.4,,,616.7
2005-04-09,427.1,157.4,,,616.7
2005-04-10,427.1,157.4,,,616.7
2005-04-11,428.0,157.8,,,617.0
2005-04-12,428.2,157.6,,,612.9
2005-04-13,428.9,158.4,,,606.5
2005-04-14,424.0,157.2,,,600.1
2005-04-15,424.9,156.1,,,590.6
2005-04-16,424.9,156.1,,,590.6
2005-04-17,424.9,156.1,,,590.6
2005-04-18,427.4,154.4,,,589.0
2005-04-19,434.0,156.0,,,597.9
2005-04-20,434.6,156.4,,,594.6
2005-04-21,432.6,156.7,,,600.7
2005-04-22,434.6,156.2,,,605.9
2005-04-23,434.6,156.2,,,605.9
2005-04-24,434.6,156.2,,,605.9
2005-04-25,434.7,156.3,,,609.5
2005-04-26,437.1,156.5,,,606.7
2005-04-27,432.5,155.0,,,599.5
2005-04-28,431.4,154.6,,,593.9
2005-04-29,434.4,156.8,,,594.6
2005-04-30,434.4,156.8,,,594.6
2005-05-01,434.4,156.8,,,594.6
2005-05-02,429.8,157.2,,,594.6
2005-05-03,427.9,158.0,,,595.7
2005-05-04,429.8,157.7,,,600.0
2005-05-05,430.4,157.7,,,607.0
2005-05-06,426.2,158.3,,,607.5
2005-05-07,426.2,158.3,,,607.5
2005-05-08,426.2,158.3,,,607.5
2005-05-09,426.1,158.5,,,608.7
2005-05-10,426.6,157.4,,,606.9
2005-05-11,427.4,159.4,,,605.2
2005-05-12,422.4,160.3,,,592.8
2005-05-13,420.4,160.6,,,583.9
2005-05-14,420.4,160.6,,,583.9
2005-05-15,420.4,160.6,,,583.9
2005-05-16,419.8,160.6,,,581.9
2005-05-17,418.8,161.1,,,584.3
2005-05-18,421.8,161.1,,,587.4
2005-05-19,420.6,161.6,,,592.9
2005-05-20,417.7,162.8,,,591.9
2005-05-21,417.7,162.8,,,591.9
2005-05-22,417.7,162.8,,,591.9
2005-05-23,417.6,163.5,,,594.6
2005-05-24,418.4,164.3,,,598.1
2005-05-25,419.6,165.4,,,601.1
2005-05-26,417.8,165.6,,,604.9
2005-05-27,420.5,165.6,,,608.5
2005-05-28,420.5,165.6,,,608.5
2005-05-29,420.5,165.6,,,608.5
2005-05-30,418.6,165.8,,,608.5
2005-05-31,417.3,166.0,,,604.3
2005-06-01,415.4,167.7,,,609.5
2005-06-02,421.8,167.3,,,611.7
2005-06-03,422.5,168.4,,,611.9
2005-06-04,422.5,168.4,,,611.9
2005-06-05,422.5,168.4,,,611.9
2005-06-06,426.0,168.8,,,615.6
2005-06-07,424.8,169.7,,,615.3
2005-06-08,423.2,170.4,,,618.2
2005-06-09,423.7,169.8,,,621.7
2005-06-10,427.1,169.5,,,625.7
2005-06-11,427.1,169.5,,,625.7
2005-06-12,427.1,169.5,,,625.7
2005-06-13,428.9,171.0,,,627.8
2005-06-14,426.9,171.1,,,628.6
2005-06-15,428.9,169.1,,,636.8
2005-06-16,435.7,169.7,,,647.2
2005-06-17,437.7,173.0,,,656.9
2005-06-18,437.7,173.0,,,656.9
2005-06-19,437.7,173.0,,,656.9
2005-06-20,437.9,170.7,,,661.8
2005-06-21,438.6,171.2,,,652.0
2005-06-22,438.2,173.1,,,652.5
2005-06-23,441.3,173.1,,,656.1
2005-06-24,440.0,171.7,,,654.1
2005-06-25,440.0,171.7,,,654.1
2005-06-26,440.0,171.7,,,654.1
2005-06-27,439.8,170.5,,,663.1
2005-06-28,435.6,170.9,,,671.9
2005-06-29,437.3,170.4,,,666.1
2005-06-30,435.5,168.6,,,663.4
2005-07-01,427.4,169.0,,,671.5
2005-07-02,427.4,169.0,,,671.5
2005-07-03,427.4,169.0,,,671.5
2005-07-04,427.9,169.1,,,671.5
2005-07-05,423.6,169.7,,,696.4
2005-07-06,423.8,170.5,,,703.2
2005-07-07,424.2,168.7,,,701.1
2005-07-08,423.1,169.9,,,707.5
2005-07-09,423.1,169.9,,,707.5
2005-07-10,423.1,169.9,,,707.5
2005-07-11,425.9,171.6,,,710.2
2005-07-12,427.0,171.5,,,716.0
2005-07-13,424.1,171.7,,,714.2
2005-07-14,419.6,171.6,,,704.9
2005-07-15,421.6,170.5,,,692.7
2005-07-16,421.6,170.5,,,692.7
2005-07-17,421.6,170.5,,,692.7
2005-07-18,421.1,170.1,,,689.5
2005-07-19,420.1,169.8,,,695.3
2005-07-20,423.2,170.1,,,697.1
2005-07-21,425.6,170.0,,,699.5
2005-07-22,425.0,170.8,,,714.6
2005-07-23,425.0,170.8,,,714.6
2005-07-24,425.0,170.8,,,714.6
2005-07-25,425.9,170.9,,,725.8
2005-07-26,423.5,170.7,,,723.1
2005-07-27,425.5,172.0,,,726.9
2005-07-28,428.0,171.4,,,725.3
2005-07-29,429.8,170.7,,,730.1
2005-07-30,429.8,170.7,,,730.1
2005-07-31,429.8,170.7,,,730.1
2005-08-01,432.2,172.2,,,735.1
2005-08-02,432.3,172.5,,,748.2
2005-08-03,436.8,172.8,,,749.7
2005-08-04,437.6,173.5,,,748.0
2005-08-05,437.3,174.0,,,742.4
2005-08-06,437.3,174.0,,,742.4
2005-08-07,437.3,174.0,,,742.4
2005-08-08,435.0,173.9,,,754.9
2005-08-09,434.8,173.4,,,758.0
2005-08-10,437.6,175.3,,,769.3
2005-08-11,445.9,173.2,,,777.2
2005-08-12,446.2,171.7,,,776.7
2005-08-13,446.2,171.7,,,776.7
2005-08-14,446.2,171.7,,,776.7
2005-08-15,442.4,171.7,,,772.4
2005-08-16,446.2,172.0,,,756.9
2005-08-17,440.1,170.8,,,743.6
2005-08-18,439.7,171.0,,,732.9
2005-08-19,436.3,171.5,,,736.8
2005-08-20,436.3,171.5,,,736.8
2005-08-21,436.3,171.5,,,736.8
2005-08-22,438.2,171.6,,,741.7
2005-08-23,439.2,171.8,,,739.5
2005-08-24,437.7,171.3,,,739.7
2005-08-25,438.7,170.5,,,740.1
2005-08-26,437.7,170.6,,,735.7
2005-08-27,437.7,170.6,,,735.7
2005-08-28,437.7,170.6,,,735.7
2005-08-29,436.9,170.7,,,735.7
2005-08-30,431.6,171.6,,,741.4
2005-08-31,435.2,172.2,,,752.3
2005-09-01,443.3,175.5,,,767.5
2005-09-02,444.4,176.6,,,764.9
2005-09-03,444.4,176.6,,,764.9
2005-09-04,444.4,176.6,,,764.9
2005-09-05,445.4,176.5,,,764.9
2005-09-06,444.0,176.7,,,765.4
2005-09-07,444.7,177.1,,,763.5
2005-09-08,447.4,176.8,,,761.9
2005-09-09,449.2,176.9,,,771.9
2005-09-10,449.2,176.9,,,771.9
2005-09-11,449.2,176.9,,,771.9
2005-09-12,449.8,176.4,,,765.7
2005-09-13,446.5,175.8,,,758.9
2005-09-14,450.3,176.6,,,762.8
2005-09-15,455.8,176.6,,,764.0
2005-09-16,459.8,176.5,,,767.6
2005-09-17,459.8,176.5,,,767.6
2005-09-18,459.8,176.5,,,767.6
2005-09-19,464.8,177.5,,,776.7
2005-09-20,463.9,178.2,,,777.1
2005-09-21,472.4,177.4,,,781.1
2005-09-22,466.1,176.2,,,777.5
2005-09-23,463.3,177.3,,,769.0
2005-09-24,463.3,177.3,,,769.0
2005-09-25,463.3,177.3,,,769.0
2005-09-26,466.7,178.0,,,771.2
2005-09-27,462.5,177.6,,,772.0
2005-09-28,469.0,178.7,,,775.9
2005-09-29,472.2,178.2,,,783.8
2005-09-30,469.3,179.4,,,780.4
2005-10-01,469.3,179.4,,,780.4
2005-10-02,469.3,179.4,,,780.4
2005-10-03,466.0,180.0,,,778.2
2005-10-04,466.3,179.3,,,760.9
2005-10-05,464.8,177.9,,,735.7
2005-10-06,473.5,175.5,,,720.2
2005-10-07,474.9,174.7,,,723.0
2005-10-08,474.9,174.7,,,723.0
2005-10-09,474.9,174.7,,,723.0
2005-10-10,475.3,174.2,,,720.9
2005-10-11,475.5,174.8,,,726.0
2005-10-12,470.9,173.9,,,719.7
2005-10-13,471.6,169.2,,,707.4
2005-10-14,469.7,167.2,,,707.0
2005-10-15,469.7,167.2,,,707.0
2005-10-16,469.7,167.2,,,707.0
2005-10-17,474.0,166.9,,,714.3
2005-10-18,472.2,167.1,,,701.9
2005-10-19,464.6,165.0,,,700.5
2005-10-20,461.2,166.0,,,693.7
2005-10-21,466.9,165.0,,,694.1
2005-10-22,466.9,165.0,,,694.1
2005-10-23,466.9,165.0,,,694.1
2005-10-24,465.3,167.1,,,701.3
2005-10-25,472.6,167.4,,,707.9
2005-10-26,471.0,166.8,,,710.0
2005-10-27,473.7,165.9,,,705.3
2005-10-28,473.5,165.6,,,707.1
2005-10-29,473.5,165.6,,,707.1
2005-10-30,473.5,165.6,,,707.1
