Дата,Золото,Недвижимость,Глобальный фонд облигаций,Новые технологии,Глобальный нефтяной сектор
2011-08-20,1852.1,191.9,131.9,144.1,1025.3
2011-08-21,1852.1,191.9,131.9,144.1,1025.3
2011-08-22,1897.5,191.9,131.9,144.4,1025.9
2011-08-23,1828.6,189.9,132.0,146.3,1036.8
2011-08-24,1759.1,190.5,132.2,146.7,1038.6
2011-08-25,1774.5,190.6,132.1,145.9,1033.1
2011-08-26,1827.2,190.2,132.0,146.9,1034.4
2011-08-27,1827.2,190.2,132.0,146.9,1034.4
2011-08-28,1827.2,190.2,132.0,146.9,1034.4
2011-08-29,1788.4,191.5,132.0,146.9,1034.4
2011-08-30,1835.5,192.3,132.5,148.5,1050.8
2011-08-31,1825.6,193.4,133.0,148.8,1057.4
2011-09-01,1826.1,193.6,133.3,148.4,1055.1
2011-09-02,1883.0,192.4,133.1,147.2,1046.3
2011-09-03,1883.0,192.4,133.1,147.2,1046.3
2011-09-04,1883.0,192.4,133.1,147.2,1046.3
2011-09-05,1900.2,191.5,133.1,146.3,1046.3
2011-09-06,1875.3,191.0,132.7,146.3,1035.2
2011-09-07,1817.7,192.1,133.0,147.7,1046.5
2011-09-08,1870.2,192.5,133.2,147.7,1047.8
2011-09-09,1855.6,191.2,133.4,146.4,1036.1
2011-09-10,1855.6,191.2,133.4,146.4,1036.1
2011-09-11,1855.6,191.2,133.4,146.4,1036.1
2011-09-12,1815.3,189.3,133.2,146.4,1030.1
2011-09-13,1833.7,189.3,133.1,146.4,1032.6
2011-09-14,1819.8,188.9,133.3,148.0,1037.5
2011-09-15,1788.7,189.8,133.3,148.9,1047.0
2011-09-16,1811.4,191.0,133.7,149.2,1047.4
2011-09-17,1811.4,191.0,133.7,149.2,1047.4
2011-09-18,1811.4,191.0,133.7,149.2,1047.4
2011-09-19,1778.9,189.4,133.7,148.4,1038.9
2011-09-20,1803.7,189.2,133.6,147.9,1041.9
2011-09-21,1782.3,188.0,133.4,147.3,1030.5
2011-09-22,1740.4,184.2,132.7,144.9,1004.5
2011-09-23,1656.7,183.9,132.3,145.3,1004.8
2011-09-24,1656.7,183.9,132.3,145.3,1004.8
2011-09-25,1656.7,183.9,132.3,145.3,1004.8
2011-09-26,1626.9,184.2,132.6,146.2,1010.1
2011-09-27,1650.7,185.7,132.7,147.5,1024.6
2011-09-28,1609.2,185.4,132.6,146.7,1019.3
2011-09-29,1614.7,185.3,132.5,146.3,1019.6
2011-09-30,1623.8,184.3,132.5,144.5,1012.8
2011-10-01,1623.8,184.3,132.5,144.5,1012.8
2011-10-02,1623.8,184.3,132.5,144.5,1012.8
2011-10-03,1658.3,182.6,132.2,143.0,1002.2
2011-10-04,1623.8,181.5,131.6,143.9,1001.4
2011-10-05,1640.9,182.2,131.7,145.6,1014.3
2011-10-06,1651.4,183.9,132.1,147.0,1025.2
2011-10-07,1637.9,184.8,132.3,146.8,1027.7
2011-10-08,1637.9,184.8,132.3,146.8,1027.7
2011-10-09,1637.9,184.8,132.3,146.8,1027.7
2011-10-10,1676.7,185.3,132.4,148.7,1036.9
2011-10-11,1662.3,185.8,132.7,148.9,1036.8
2011-10-12,1676.3,186.4,132.8,149.6,1042.7
2011-10-13,1668.1,186.9,133.3,149.9,1041.0
2011-10-14,1681.0,187.5,133.3,151.2,1051.3
2011-10-15,1681.0,187.5,133.3,151.2,1051.3
2011-10-16,1681.0,187.5,133.3,151.2,1051.3
2011-10-17,1670.8,187.4,133.5,150.1,1048.2
2011-10-18,1658.0,187.0,133.7,150.5,1051.2
2011-10-19,1640.8,187.3,133.7,149.4,1053.7
2011-10-20,1620.7,186.7,134.0,149.2,1049.9
2011-10-21,1641.9,187.7,133.9,149.8,1058.3
2011-10-22,1641.9,187.7,133.9,149.8,1058.3
2011-10-23,1641.9,187.7,133.9,149.8,1058.3
2011-10-24,1653.5,189.1,134.4,151.4,1065.6
2011-10-25,1705.3,188.9,134.3,149.7,1065.1
2011-10-26,1724.6,188.9,134.8,149.9,1068.1
2011-10-27,1745.0,191.2,134.9,152.8,1091.1
2011-10-28,1743.4,192.1,135.2,153.4,1090.7
2011-10-29,1743.4,192.1,135.2,153.4,1090.7
2011-10-30,1743.4,192.1,135.2,153.4,1090.7
2011-10-31,1714.7,191.5,135.4,151.7,1074.8
2011-11-01,1719.6,191.5,135.4,149.7,1053.6
2011-11-02,1737.8,189.8,134.9,150.9,1069.5
2011-11-03,1763.7,190.1,135.4,152.4,1073.6
2011-11-04,1754.7,190.5,135.4,152.2,1077.0
2011-11-05,1754.7,190.5,135.4,152.2,1077.0
2011-11-06,1754.7,190.5,135.4,152.2,1077.0
2011-11-07,1794.9,190.5,135.5,152.1,1078.8
2011-11-08,1786.3,190.8,135.6,152.6,1087.4
2011-11-09,1769.7,189.6,135.6,150.4,1076.0
2011-11-10,1758.5,188.4,135.3,150.4,1074.6
2011-11-11,1788.6,189.0,135.1,151.9,1086.0
2011-11-12,1788.6,189.0,135.1,151.9,1086.0
2011-11-13,1788.6,189.0,135.1,151.9,1086.0
2011-11-14,1780.3,189.0,135.4,151.7,1083.3
2011-11-15,1780.9,188.6,135.6,152.1,1080.3
2011-11-16,1763.4,187.9,135.3,151.2,1079.0
2011-11-17,1721.5,186.8,135.0,149.6,1071.2
2011-11-18,1723.9,186.3,134.6,148.8,1067.7
2011-11-19,1723.9,186.3,134.6,148.8,1067.7
2011-11-20,1723.9,186.3,134.6,148.8,1067.7
2011-11-21,1677.6,184.7,134.2,147.4,1056.3
2011-11-22,1699.9,184.5,133.6,146.7,1053.5
2011-11-23,1692.4,183.2,133.4,145.0,1040.9
2011-11-24,1697.4,178.8,133.1,144.4,1040.9
2011-11-25,1683.5,182.8,133.0,144.4,1037.7
2011-11-26,1683.5,182.8,133.0,144.4,1037.7
2011-11-27,1683.5,182.8,133.0,144.4,1037.7
2011-11-28,1712.4,184.6,133.5,146.8,1052.7
2011-11-29,1715.7,185.2,134.0,146.6,1057.1
2011-11-30,1746.4,187.3,134.4,149.4,1075.9
2011-12-01,1744.8,187.8,134.8,149.8,1078.9
2011-12-02,1746.6,188.0,135.1,149.7,1078.9
2011-12-03,1746.6,188.0,135.1,149.7,1078.9
2011-12-04,1746.6,188.0,135.1,149.7,1078.9
2011-12-05,1722.7,188.2,135.5,150.5,1084.4
2011-12-06,1728.6,187.9,135.8,150.0,1081.7
2011-12-07,1741.9,188.3,136.1,149.8,1080.0
2011-12-08,1708.3,187.6,136.2,148.3,1068.5
2011-12-09,1711.5,187.0,136.0,149.5,1074.7
2011-12-10,1711.5,187.0,136.0,149.5,1074.7
2011-12-11,1711.5,187.0,136.0,149.5,1074.7
2011-12-12,1666.5,186.6,136.3,148.2,1063.2
2011-12-13,1631.5,186.3,136.5,147.2,1062.2
2011-12-14,1573.9,185.5,136.7,145.9,1047.1
2011-12-15,1570.5,185.8,136.6,145.7,1044.3
2011-12-16,1599.0,186.2,136.4,145.6,1048.3
2011-12-17,1599.0,186.2,136.4,145.6,1048.3
2011-12-18,1599.0,186.2,136.4,145.6,1048.3
2011-12-19,1594.4,185.8,136.5,144.5,1042.9
2011-12-20,1615.7,186.6,136.6,146.6,1056.6
2011-12-21,1615.2,187.4,137.1,145.2,1058.9
2011-12-22,1606.1,188.1,137.3,146.5,1064.0
2011-12-23,1606.9,188.8,137.7,147.3,1068.4
2011-12-24,1606.9,188.8,137.7,147.3,1068.4
2011-12-25,1606.9,188.8,137.7,147.3,1068.4
2011-12-26,1607.3,188.8,137.7,147.2,1068.4
2011-12-27,1593.0,188.8,137.7,147.2,1068.4
2011-12-28,1556.8,188.4,138.1,146.4,1061.3
2011-12-29,1545.7,188.1,138.6,147.0,1065.4
2011-12-30,1564.9,188.5,138.5,146.9,1069.3
2011-12-31,1564.9,188.5,138.5,146.9,1069.3
2012-01-01,1564.9,188.5,138.5,146.9,1069.3
2012-01-02,1566.4,188.5,138.5,148.5,1069.3
2012-01-03,1604.0,189.4,138.8,148.5,1087.2
2012-01-04,1612.0,189.5,139.5,147.8,1085.7
2012-01-05,1622.7,189.0,139.8,147.7,1083.6
2012-01-06,1617.1,189.0,140.1,147.8,1086.0
2012-01-07,1617.1,189.0,140.1,147.8,1086.0
2012-01-08,1617.1,189.0,140.1,147.8,1086.0
2012-01-09,1611.2,188.8,140.2,148.1,1089.6
2012-01-10,1632.3,190.1,140.4,148.6,1097.9
2012-01-11,1642.0,190.5,140.8,148.8,1087.5
2012-01-12,1650.0,190.6,140.6,149.1,1085.3
2012-01-13,1638.9,190.8,141.0,148.6,1081.7
2012-01-14,1638.9,190.8,141.0,148.6,1081.7
2012-01-15,1638.9,190.8,141.0,148.6,1081.7
2012-01-16,1643.9,190.7,140.9,149.2,1081.7
2012-01-17,1652.4,191.8,141.0,149.2,1092.5
2012-01-18,1659.8,192.3,141.1,150.5,1100.0
2012-01-19,1658.5,193.6,141.2,152.2,1102.1
2012-01-20,1666.6,194.8,141.3,152.0,1097.0
2012-01-21,1666.6,194.8,141.3,152.0,1097.0
2012-01-22,1666.6,194.8,141.3,152.0,1097.0
2012-01-23,1676.9,195.2,141.1,151.9,1103.9
2012-01-24,1665.3,195.1,141.4,152.0,1102.0
2012-01-25,1710.8,195.7,141.7,152.2,1103.3
2012-01-26,1720.1,197.1,141.6,152.6,1108.5
2012-01-27,1739.0,197.1,141.9,152.5,1103.4
2012-01-28,1739.0,197.1,141.9,152.5,1103.4
2012-01-29,1739.0,197.1,141.9,152.5,1103.4
2012-01-30,1729.9,195.8,141.8,152.3,1098.4
2012-01-31,1737.8,196.1,142.0,152.2,1102.9
2012-02-01,1743.5,197.0,142.2,153.4,1112.2
2012-02-02,1759.6,197.7,142.6,153.7,1114.3
2012-02-03,1726.3,198.7,143.4,155.4,1126.9
2012-02-04,1726.3,198.7,143.4,155.4,1126.9
2012-02-05,1726.3,198.7,143.4,155.4,1126.9
2012-02-06,1720.3,198.8,143.7,155.3,1126.0
2012-02-07,1745.5,198.2,143.1,155.5,1133.2
2012-02-08,1733.1,199.0,143.3,155.8,1135.3
2012-02-09,1729.5,199.1,143.2,156.5,1141.1
2012-02-10,1721.9,198.1,143.2,155.8,1125.0
2012-02-11,1721.9,198.1,143.2,155.8,1125.0
2012-02-12,1721.9,198.1,143.2,155.8,1125.0
2012-02-13,1722.3,198.6,143.4,156.4,1137.1
2012-02-14,1720.2,198.9,143.8,156.6,1132.9
2012-02-15,1728.2,200.0,144.2,156.8,1132.1
2012-02-16,1728.3,199.7,144.1,158.3,1136.0
2012-02-17,1723.5,201.0,144.0,158.3,1147.2
2012-02-18,1723.5,201.0,144.0,158.3,1147.2
2012-02-19,1723.5,201.0,144.0,158.3,1147.2
2012-02-20,1734.9,201.2,144.0,158.3,1147.2
2012-02-21,1759.3,199.4,143.8,158.4,1148.8
2012-02-22,1776.3,198.4,144.1,157.6,1157.1
2012-02-23,1780.8,198.4,144.0,158.1,1161.0
2012-02-24,1772.4,199.6,143.6,158.9,1172.6
2012-02-25,1772.4,199.6,143.6,158.9,1172.6
2012-02-26,1772.4,199.6,143.6,158.9,1172.6
2012-02-27,1767.7,198.7,143.9,158.6,1161.6
2012-02-28,1784.3,199.8,144.3,159.3,1171.2
2012-02-29,1696.8,199.8,144.9,158.5,1161.4
2012-03-01,1718.3,199.4,145.3,159.2,1171.5
2012-03-02,1712.5,200.2,146.1,159.0,1158.5
2012-03-03,1712.5,200.2,146.1,159.0,1158.5
2012-03-04,1712.5,200.2,146.1,159.0,1158.5
2012-03-05,1706.3,200.1,145.9,157.2,1144.3
2012-03-06,1674.4,197.5,145.1,154.4,1105.0
2012-03-07,1684.9,197.4,144.7,155.7,1106.2
2012-03-08,1699.9,199.2,144.6,157.7,1127.1
2012-03-09,1713.9,200.2,145.8,158.2,1124.9
2012-03-10,1713.9,200.2,145.8,158.2,1124.9
2012-03-11,1713.9,200.2,145.8,158.2,1124.9
2012-03-12,1701.3,200.4,145.9,157.6,1115.3
2012-03-13,1674.0,203.6,146.7,160.4,1133.4
2012-03-14,1644.8,204.9,147.3,160.0,1119.4
2012-03-15,1658.7,204.3,147.0,161.4,1117.1
2012-03-16,1660.0,204.7,146.5,161.3,1125.3
2012-03-17,1660.0,204.7,146.5,161.3,1125.3
2012-03-18,1660.0,204.7,146.5,161.3,1125.3
2012-03-19,1664.5,204.6,146.4,162.3,1131.5
2012-03-20,1650.9,203.9,146.3,161.4,1117.2
2012-03-21,1650.6,202.9,146.4,162.1,1111.3
2012-03-22,1645.9,200.9,146.0,161.3,1094.8
2012-03-23,1661.7,200.1,145.5,161.5,1099.6
2012-03-24,1661.7,200.1,145.5,161.5,1099.6
2012-03-25,1661.7,200.1,145.5,161.5,1099.6
2012-03-26,1690.2,201.7,145.6,164.2,1110.2
2012-03-27,1680.8,203.7,145.8,163.8,1100.4
2012-03-28,1663.6,202.8,145.9,162.5,1084.7
2012-03-29,1661.6,201.3,145.5,162.6,1078.9
2012-03-30,1668.2,201.5,145.4,163.1,1087.7
2012-03-31,1668.2,201.5,145.4,163.1,1087.7
2012-04-01,1668.2,201.5,145.4,163.1,1087.7
2012-04-02,1677.8,202.6,145.7,163.9,1096.2
2012-04-03,1645.9,202.7,145.6,163.2,1092.5
2012-04-04,1620.6,200.9,146.1,159.8,1075.0
2012-04-05,1631.2,200.8,145.9,159.6,1071.9
2012-04-06,1640.3,200.8,145.9,159.6,1071.9
2012-04-07,1640.3,200.8,145.9,159.6,1071.9
2012-04-08,1640.3,200.8,145.9,159.6,1071.9
2012-04-09,1640.3,200.8,145.9,157.9,1071.9
2012-04-10,1659.9,198.3,145.1,154.6,1050.1
2012-04-11,1659.0,197.6,144.2,155.5,1053.1
2012-04-12,1675.8,199.2,144.4,157.8,1063.0
2012-04-13,1658.4,200.2,145.2,155.3,1054.9
2012-04-14,1658.4,200.2,145.2,155.3,1054.9
2012-04-15,1658.4,200.2,145.2,155.3,1054.9
2012-04-16,1652.0,200.3,144.9,154.4,1053.4
2012-04-17,1649.6,201.3,145.1,157.0,1063.2
2012-04-18,1642.2,201.9,145.3,156.3,1061.4
2012-04-19,1642.8,201.6,145.2,156.2,1057.4
2012-04-20,1643.1,202.2,144.9,154.7,1057.5
2012-04-21,1643.1,202.2,144.9,154.7,1057.5
2012-04-22,1643.1,202.2,144.9,154.7,1057.5
2012-04-23,1638.8,201.0,144.9,152.5,1045.5
2012-04-24,1642.3,202.0,144.7,152.4,1055.1
2012-04-25,1643.7,204.1,145.4,154.4,1059.9
2012-04-26,1657.4,204.8,145.5,154.9,1071.4
2012-04-27,1662.9,205.5,145.7,155.5,1075.3
2012-04-28,1662.9,205.5,145.7,155.5,1075.3
2012-04-29,1662.9,205.5,145.7,155.5,1075.3
2012-04-30,1664.8,205.4,146.0,154.7,1078.4
2012-05-01,1662.4,205.4,146.0,155.1,1082.2
2012-05-02,1653.5,206.5,146.9,155.4,1073.5
2012-05-03,1636.1,206.4,147.0,153.4,1065.5
2012-05-04,1642.4,204.5,146.8,150.8,1045.8
2012-05-05,1642.4,204.5,146.8,150.8,1045.8
2012-05-06,1642.4,204.5,146.8,150.8,1045.8
2012-05-07,1638.5,204.5,146.8,150.3,1045.8
2012-05-08,1605.4,203.9,147.1,149.0,1030.9
2012-05-09,1589.6,202.1,146.8,148.8,1022.5
2012-05-10,1594.0,202.2,146.6,147.4,1030.5
2012-05-11,1579.4,201.8,146.7,147.4,1027.3
2012-05-12,1579.4,201.8,146.7,147.4,1027.3
2012-05-13,1579.4,201.8,146.7,147.4,1027.3
2012-05-14,1556.7,200.7,146.6,145.5,1009.6
2012-05-15,1544.1,199.6,146.4,145.0,1002.3
2012-05-16,1539.8,197.3,146.0,142.9,992.8
2012-05-17,1574.1,197.3,146.0,141.0,985.2
2012-05-18,1593.0,191.6,144.5,139.3,983.4
2012-05-19,1593.0,191.6,144.5,139.3,983.4
2012-05-20,1593.0,191.6,144.5,139.3,983.4
2012-05-21,1593.3,192.5,144.2,143.0,992.6
2012-05-22,1568.5,194.6,144.6,143.7,999.8
2012-05-23,1561.5,194.0,145.1,142.4,989.6
2012-05-24,1559.3,194.5,145.0,140.8,994.7
2012-05-25,1573.0,195.1,145.4,140.7,996.3
2012-05-26,1573.0,195.1,145.4,140.7,996.3
2012-05-27,1573.0,195.1,145.4,140.7,996.3
2012-05-28,1573.3,195.1,145.4,140.7,996.3
2012-05-29,1555.3,196.8,145.7,142.6,1001.1
2012-05-30,1562.9,195.6,146.0,140.4,976.9
2012-05-31,1560.5,194.5,145.9,139.5,970.7
2012-06-01,1624.0,193.1,145.4,136.5,956.8
2012-06-02,1624.0,193.1,145.4,136.5,956.8
2012-06-03,1624.0,193.1,145.4,136.5,956.8
2012-06-04,1619.0,193.1,145.4,136.3,956.8
2012-06-05,1617.1,191.9,145.4,137.6,956.8
2012-06-06,1619.6,195.5,144.9,140.6,981.3
2012-06-07,1589.3,196.3,145.1,140.5,987.1
2012-06-08,1593.4,195.9,145.6,140.7,983.4
2012-06-09,1593.4,195.9,145.6,140.7,983.4
2012-06-10,1593.4,195.9,145.6,140.7,983.4
2012-06-11,1596.8,195.9,145.7,139.4,983.5
2012-06-12,1609.7,195.6,145.9,140.0,988.1
2012-06-13,1617.2,195.1,145.3,139.6,986.9
2012-06-14,1623.6,195.6,145.4,139.6,987.1
2012-06-15,1627.1,196.8,145.7,141.3,999.5
2012-06-16,1627.1,196.8,145.7,141.3,999.5
2012-06-17,1627.1,196.8,145.7,141.3,999.5
2012-06-18,1628.1,197.6,146.2,141.7,993.2
2012-06-19,1618.4,198.2,146.3,142.9,1003.9
2012-06-20,1607.5,198.7,146.4,143.0,1004.1
2012-06-21,1566.4,198.0,146.7,140.0,982.4
2012-06-22,1572.4,196.9,146.9,140.7,977.7
2012-06-23,1572.4,196.9,146.9,140.7,977.7
2012-06-24,1572.4,196.9,146.9,140.7,977.7
2012-06-25,1584.4,196.4,146.9,138.5,964.9
2012-06-26,1572.9,196.7,146.8,138.3,965.6
2012-06-27,1574.2,198.0,147.3,139.2,972.8
2012-06-28,1552.7,198.4,147.6,138.3,974.0
2012-06-29,1597.5,200.9,147.5,141.9,995.0
2012-06-30,1597.5,200.9,147.5,141.9,995.0
2012-07-01,1597.5,200.9,147.5,141.9,995.0
2012-07-02,1597.0,203.1,148.9,141.6,997.0
2012-07-03,1617.5,204.2,149.1,142.6,1007.5
2012-07-04,1615.7,204.7,149.2,142.6,1007.5
2012-07-05,1604.6,204.9,150.2,142.1,998.7
2012-07-06,1583.9,205.1,150.5,139.8,990.7
2012-07-07,1583.9,205.1,150.5,139.8,990.7
2012-07-08,1583.9,205.1,150.5,139.8,990.7
2012-07-09,1587.7,204.3,150.5,138.8,987.6
2012-07-10,1567.2,204.3,150.8,138.1,984.5
2012-07-11,1576.4,204.4,151.0,138.0,989.7
2012-07-12,1571.7,203.7,151.2,137.3,983.7
2012-07-13,1589.6,204.9,151.3,138.4,992.8
2012-07-14,1589.6,204.9,151.3,138.4,992.8
2012-07-15,1589.6,204.9,151.3,138.4,992.8
2012-07-16,1589.4,205.6,151.5,137.8,993.8
2012-07-17,1583.4,207.0,152.1,137.6,998.5
2012-07-18,1573.5,207.0,152.1,139.6,1003.2
2012-07-19,1581.5,207.0,152.4,141.0,1005.5
2012-07-20,1584.5,206.2,152.7,139.8,1006.1
2012-07-21,1584.5,206.2,152.7,139.8,1006.1
2012-07-22,1584.5,206.2,152.7,139.8,1006.1
2012-07-23,1576.8,204.5,152.4,138.4,996.5
2012-07-24,1581.2,204.3,152.1,137.8,986.2
2012-07-25,1603.9,204.1,151.8,138.0,986.4
2012-07-26,1615.9,205.3,151.5,139.7,1004.5
2012-07-27,1623.2,206.4,151.6,142.0,1018.1
2012-07-28,1623.2,206.4,151.6,142.0,1018.1
2012-07-29,1623.2,206.4,151.6,142.0,1018.1
2012-07-30,1622.0,207.9,152.6,141.5,1021.3
2012-07-31,1614.6,208.0,152.8,141.6,1016.9
2012-08-01,1599.6,208.4,152.9,141.4,1019.7
2012-08-02,1588.1,208.1,153.3,140.4,1008.8
2012-08-03,1603.6,208.8,153.0,142.8,1030.2
2012-08-04,1603.6,208.8,153.0,142.8,1030.2
2012-08-05,1603.6,208.8,153.0,142.8,1030.2
2012-08-06,1610.7,209.1,153.4,143.6,1038.0
2012-08-07,1612.4,208.7,153.5,144.7,1048.1
2012-08-08,1612.6,208.0,153.5,144.5,1046.0
2012-08-09,1617.2,208.1,153.9,145.0,1047.0
2012-08-10,1620.2,207.7,154.2,145.1,1047.4
2012-08-11,1620.2,207.7,154.2,145.1,1047.4
2012-08-12,1620.2,207.7,154.2,145.1,1047.4
2012-08-13,1609.8,207.7,153.6,144.8,1045.1
2012-08-14,1599.1,207.6,153.9,144.3,1047.6
2012-08-15,1603.1,207.6,153.9,144.6,1046.9
2012-08-16,1615.1,207.8,153.7,146.3,1051.7
2012-08-17,1616.4,208.6,153.8,146.6,1055.1
2012-08-18,1616.4,208.6,153.8,146.6,1055.1
2012-08-19,1616.4,208.6,153.8,146.6,1055.1
2012-08-20,1620.5,208.0,154.1,146.3,1052.4
2012-08-21,1637.8,207.7,153.6,146.2,1052.1
2012-08-22,1654.5,207.4,153.2,145.9,1045.4
2012-08-23,1670.5,207.2,152.9,145.1,1043.0
2012-08-24,1670.5,206.8,152.9,145.4,1041.8
2012-08-25,1670.5,206.8,152.9,145.4,1041.8
2012-08-26,1670.5,206.8,152.9,145.4,1041.8
2012-08-27,1664.0,207.3,152.9,145.2,1041.8
2012-08-28,1666.8,206.9,152.8,144.9,1045.5
2012-08-29,1656.5,207.3,153.0,145.3,1041.6
2012-08-30,1655.6,206.4,152.6,143.8,1034.3
2012-08-31,1691.9,206.2,152.4,144.5,1041.3
2012-09-01,1691.9,206.2,152.4,144.5,1041.3
2012-09-02,1691.9,206.2,152.4,144.5,1041.3
2012-09-03,1692.3,206.6,152.6,144.5,1041.3
2012-09-04,1695.9,206.4,152.7,144.1,1036.2
2012-09-05,1692.9,206.0,152.4,143.9,1027.2
2012-09-06,1700.3,208.0,153.0,146.6,1058.8
2012-09-07,1735.9,209.8,153.3,147.6,1082.7
2012-09-08,1735.9,209.8,153.3,147.6,1082.7
2012-09-09,1735.9,209.8,153.3,147.6,1082.7
2012-09-10,1726.1,209.0,153.3,146.9,1080.9
2012-09-11,1731.9,208.7,153.4,147.4,1089.4
2012-09-12,1730.8,210.1,153.4,148.1,1095.4
2012-09-13,1767.1,211.1,153.3,149.1,1106.5
2012-09-14,1770.5,213.7,153.5,151.1,1138.0
2012-09-15,1770.5,213.7,153.5,151.1,1138.0
2012-09-16,1770.5,213.7,153.5,151.1,1138.0
2012-09-17,1761.3,213.1,153.7,150.6,1133.0
2012-09-18,1771.3,212.2,154.0,150.2,1121.2
2012-09-19,1770.3,211.6,154.4,150.4,1120.3
2012-09-20,1768.5,209.6,154.3,149.8,1111.9
2012-09-21,1773.1,209.3,154.3,149.9,1117.3
2012-09-22,1773.1,209.3,154.3,149.9,1117.3
2012-09-23,1773.1,209.3,154.3,149.9,1117.3
2012-09-24,1764.4,209.2,154.5,149.1,1113.0
2012-09-25,1760.6,208.6,154.4,148.2,1113.0
2012-09-26,1752.8,208.1,154.0,146.5,1095.6
2012-09-27,1777.4,208.9,154.0,148.2,1105.7
2012-09-28,1772.3,208.2,153.9,147.6,1099.0
2012-09-29,1772.3,208.2,153.9,147.6,1099.0
2012-09-30,1772.3,208.2,153.9,147.6,1099.0
2012-10-01,1775.4,207.0,154.3,147.7,1104.6
2012-10-02,1774.6,207.0,154.3,148.0,1105.3
2012-10-03,1777.9,207.9,154.5,148.4,1096.7
2012-10-04,1790.2,208.2,154.4,148.9,1097.9
2012-10-05,1780.7,208.9,154.4,148.8,1102.5
2012-10-06,1780.7,208.9,154.4,148.8,1102.5
2012-10-07,1780.7,208.9,154.4,148.8,1102.5
2012-10-08,1774.6,208.2,154.5,147.9,1097.4
2012-10-09,1764.2,208.5,154.8,145.3,1098.2
2012-10-10,1762.3,208.0,154.6,143.9,1093.4
2012-10-11,1767.2,207.9,154.3,144.0,1101.1
2012-10-12,1754.0,208.0,154.5,144.0,1096.2
2012-10-13,1754.0,208.0,154.5,144.0,1096.2
2012-10-14,1754.0,208.0,154.5,144.0,1096.2
2012-10-15,1737.4,208.6,154.7,144.4,1099.8
2012-10-16,1747.5,210.6,154.8,146.4,1123.7
2012-10-17,1750.2,211.0,155.1,146.1,1142.3
2012-10-18,1741.4,212.3,155.5,145.8,1141.9
2012-10-19,1721.8,212.4,155.9,143.7,1129.9
2012-10-20,1721.8,212.4,155.9,143.7,1129.9
2012-10-21,1721.8,212.4,155.9,143.7,1129.9
2012-10-22,1728.6,210.7,155.5,144.1,1125.7
2012-10-23,1707.6,208.8,155.3,143.2,1105.9
2012-10-24,1702.0,209.4,155.0,143.1,1102.3
2012-10-25,1712.1,210.4,155.0,142.4,1104.6
2012-10-26,1711.2,208.4,154.8,142.6,1105.9
2012-10-27,1711.2,208.4,154.8,142.6,1105.9
2012-10-28,1711.2,208.4,154.8,142.6,1105.9
2012-10-29,1709.3,208.2,155.0,142.5,1105.9
2012-10-30,1709.6,207.8,155.0,142.7,1105.9
2012-10-31,1720.7,209.2,155.0,141.6,1103.5
2012-11-01,1714.2,209.2,155.0,144.5,1107.3
2012-11-02,1678.0,214.1,156.0,143.2,1099.4
2012-11-03,1678.0,214.1,156.0,143.2,1099.4
2012-11-04,1678.0,214.1,156.0,143.2,1099.4
2012-11-05,1685.0,213.1,156.4,143.6,1097.1
2012-11-06,1716.0,213.7,156.4,144.9,1109.8
2012-11-07,1717.6,213.5,157.0,141.6,1091.2
2012-11-08,1731.4,211.4,156.2,140.5,1076.7
2012-11-09,1731.1,209.4,156.0,140.9,1073.4
2012-11-10,1731.1,209.4,156.0,140.9,1073.4
2012-11-11,1731.1,209.4,156.0,140.9,1073.4
2012-11-12,1728.2,208.9,155.8,140.9,1071.9
2012-11-13,1725.0,208.0,155.5,140.0,1066.9
2012-11-14,1726.5,207.6,155.2,139.6,1059.3
2012-11-15,1715.8,205.3,154.3,139.9,1061.1
2012-11-16,1713.7,205.7,154.1,139.6,1056.9
2012-11-17,1713.7,205.7,154.1,139.6,1056.9
2012-11-18,1713.7,205.7,154.1,139.6,1056.9
2012-11-19,1731.7,207.6,154.5,142.5,1086.9
2012-11-20,1727.1,207.8,154.7,141.9,1087.5
2012-11-21,1728.7,208.0,154.7,143.6,1093.6
2012-11-22,1729.6,208.4,154.8,143.6,1093.6
2012-11-23,1753.0,209.6,154.9,146.9,1109.4
2012-11-24,1753.0,209.6,154.9,146.9,1109.4
2012-11-25,1753.0,209.6,154.9,146.9,1109.4
2012-11-26,1748.7,210.0,155.0,147.8,1101.3
2012-11-27,1742.1,210.0,155.3,147.2,1095.5
2012-11-28,1719.7,209.4,155.4,148.5,1097.1
2012-11-29,1725.7,210.6,155.7,149.8,1106.0
2012-11-30,1715.0,211.8,156.0,149.6,1106.8
2012-12-01,1715.0,211.8,156.0,149.6,1106.8
2012-12-02,1715.0,211.8,156.0,149.6,1106.8
2012-12-03,1716.0,212.2,155.9,149.3,1102.1
2012-12-04,1697.6,212.2,155.7,150.2,1102.6
2012-12-05,1693.9,212.2,156.0,150.1,1105.7
2012-12-06,1699.9,213.4,156.7,150.9,1103.8
2012-12-07,1704.1,215.7,157.8,150.8,1102.9
2012-12-08,1704.1,215.7,157.8,150.8,1102.9
2012-12-09,1704.1,215.7,157.8,150.8,1102.9
2012-12-10,1713.1,216.5,157.9,151.8,1107.5
2012-12-11,1710.0,216.2,157.6,153.9,1114.9
2012-12-12,1711.7,216.4,157.8,154.6,1120.9
2012-12-13,1697.1,215.9,157.7,154.6,1112.9
2012-12-14,1696.2,216.0,157.6,154.8,1113.8
